test_name,flakyStatus,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
org.assertj.core.internal.maps.maps_assertcontainsexactly_test.should_fail_if_actual_and_expected_entries_have_different_size,0,0,0,0,0,1,0,0,0,1,7,0.317,57,34,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.maps.maps_assertcontains_test.should_fail_if_actual_does_not_contain_entries,0,0,0,0,0,1,0,0,0,0,5,0.476,54,27,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.floatarrays.floatarrays_asserthassamesizeas_with_iterable_test.should_fail_if_size_of_actual_is_not_equal_to_expected_size,0,0,0,0,0,1,0,0,0,1,7,0.444,61,35,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bytearrays.bytearrays_assertcontainssequence_test.should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.001,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_isin_with_vararg_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.061,9,8,0,1,1,1,1,1,0,2,0
org.assertj.core.internal.files.files_asserthasbinarycontent_test.should_pass_if_file_has_expected_binary_content,0,0,0,0,0,1,0,0,1,0,9,1.93,41,24,0,0,0,1,1,1,1,2,2
org.assertj.core.internal.objectarrays.objectarrays_assertdoesnotcontain_test.should_throw_error_if_array_of_values_to_look_for_is_null,0,0,0,0,0,1,0,0,0,0,4,0.02,20,15,0,0,0,1,1,1,1,2,0
org.assertj.core.internal.iterables.iterables_assertcontainssubsequence_test.should_pass_if_actual_and_subsequence_are_equal,0,0,0,0,0,1,0,0,0,0,4,0.001,20,15,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.floatarrays.floatarrays_assertcontainsexactly_test.should_fail_if_actual_does_not_contain_given_values_exactly_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,6,0.003,67,31,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsonly_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.016,41,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.comparatorbasedcomparisonstrategy_stringcontains_test.should_pass,0,1,0,0,0,1,0,0,0,8,9,0.018,16,6,0,0,0,0,0,0,1,1,0
org.assertj.core.api.map.mapassert_doesnotcontainkeys_test.should_return_this,0,0,0,0,0,0,0,0,0,1,4,2.015,27,22,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.shorts.shorts_assertgreaterthanorequalto_test.should_pass_if_actual_is_equal_to_other,0,0,0,0,0,1,0,0,0,0,5,0.004,17,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_assertthat_with_comparable_test.should_pass_actual,0,1,0,0,0,1,0,0,0,2,3,0.667,27,17,0,1,1,1,1,2,2,2,0
org.assertj.core.util.files_linesof_test.should_pass_if_unix_file_is_split_into_lines,0,0,0,0,0,1,0,0,0,1,2,0.004,28,16,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.chararrays.chararrays_assertcontains_test.should_pass_if_actual_contains_given_values_in_different_order,0,0,0,0,0,1,0,0,0,0,6,0.003,19,15,0,1,1,1,1,1,1,3,0
org.assertj.core.internal.iterables.iterables_assertcontainsnull_test.should_fail_if_actual_does_not_contain_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,12,0.29,61,26,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.objectarrays.objectarrays_asserthassamesizeas_with_array_test.should_pass_if_actual_has_same_size_as_other,0,0,0,0,0,1,0,0,0,0,1,0.015,17,15,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.strings.strings_assertcontainsignoringcase_test.should_throw_error_if_sequence_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,3,0.028,13,10,0,1,1,1,1,1,2,2,0
org.assertj.core.api.assertions_assertthat_with_character_test.should_create_assert,0,1,0,0,0,1,0,0,0,2,3,0.001,21,12,0,1,1,1,1,2,2,4,0
org.assertj.core.api.longarray.longarrayassert_contains_at_index_test.should_return_this,0,0,0,0,0,0,0,0,0,1,9,1.908,46,32,0,1,1,1,1,1,3,3,0
org.assertj.core.api.assertions_assertthat_with_throwable_test.should_build_throwableassert_with_throwable_thrown,0,0,0,0,0,1,0,0,0,0,2,0.011,14,12,0,1,1,1,1,2,2,2,0
org.assertj.core.internal.longs.longs_assertisnotpositive_test.should_succeed_since_actual_is_zero,0,0,0,0,0,1,0,0,0,0,7,0.012,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_assertthat_with_intarray_test.should_create_assert,0,1,0,0,0,1,0,0,0,2,2,0.001,19,12,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bytes.bytes_assertnotequal_test.should_fail_if_bytes_are_equal_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,9,0.019,51,26,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertgreaterthan_test.should_fail_if_actual_is_less_than_other,0,0,0,0,0,1,0,0,0,0,4,1.774,62,35,0,0,1,1,1,1,1,3,0
org.assertj.core.internal.dates.dates_assertisinthefuture_test.should_pass_if_actual_is_in_the_future_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.016,14,12,0,1,1,1,1,1,1,1,0
org.assertj.core.api.abstract_.abstractassert_isnotinstanceof_test.should_return_this,0,0,0,0,0,1,0,0,0,1,5,1.944,21,17,0,1,1,2,2,2,2,3,1
org.assertj.core.internal.maps.maps_assertnullorempty_test.should_pass_if_array_is_null,0,0,0,0,0,1,0,0,0,0,6,1.528,31,17,0,0,0,1,1,1,3,3,0
org.assertj.core.internal.objects.objects_asserthassameclassas_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,5,0.348,37,26,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.chararrays.chararrays_assertcontains_at_index_test.should_fail_if_actual_is_empty,0,0,0,0,0,1,0,0,0,0,5,0.004,39,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.strings.strings_assertcontainsonlyonce_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,4,0.058,36,21,0,1,1,1,1,1,1,2,0
org.assertj.core.error.shouldhavename_create_test.should_create_error_message,0,0,0,0,0,1,0,0,0,1,4,0.698,35,28,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.intarrays.intarrays_assertcontains_test.should_throw_error_if_array_of_values_to_look_for_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,4,0.01,17,14,0,0,0,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_overridingerrormessage_test.should_fail_with_description_and_overridden_error_message_using_string_format_feature,0,0,0,0,0,0,0,0,0,1,6,0.024,43,22,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.files.diff_diff_file_test.should_return_diffs_if_files_do_not_have_equal_content,0,1,0,0,0,1,0,0,1,3,7,0.019,20,8,0,0,0,0,0,0,2,3,0
org.assertj.core.internal.paths.paths_assertisnormalized_test.should_pass_if_actual_is_normalized,0,0,0,0,0,1,1,0,0,0,5,0.003,18,10,0,1,1,1,1,1,1,1,2
org.assertj.core.condition.doesnothave_tostring_test.should_implement_tostring_showing_descriptions_of_inner_conditions,0,0,0,0,0,1,0,0,0,1,2,0.08,17,13,0,0,1,1,1,1,1,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsonly_test.should_pass_if_actual_contains_given_values_only_more_than_once,0,0,0,0,0,1,0,0,0,0,7,0.007,23,15,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bytes.bytes_assertequal_test.should_fail_if_bytes_are_not_equal,0,0,0,0,0,1,0,0,0,0,6,1.772,62,35,0,0,0,1,1,1,1,3,0
org.assertj.core.api.date.dateassert_isbetweenspecifyingboundariesinclusion_test.should_verify_assertion_with_date_arg_string_following_custom_format,0,0,0,0,0,0,0,0,0,0,4,0.003,20,12,1,1,1,1,1,1,2,2,0
org.assertj.core.internal.longarrays.longarrays_assertcontainsonlyonce_test.should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,2,0.001,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.doublearray.doublearrayassert_usingcomparator_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.008,22,18,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.iterables.iterables_assertnullorempty_test.should_pass_if_actual_is_empty,0,0,0,0,0,1,0,0,0,0,6,0,17,12,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.doubles.doubles_assertequal_test.should_pass_if_doubles_are_equal,0,0,0,0,0,1,0,0,0,0,3,0.016,19,15,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsonlyonce_test.should_pass_if_actual_contains_given_values_only_in_different_order_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.001,20,15,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.integers.integers_assertiscloseto_test.should_fail_if_offset_is_null,0,0,0,0,0,0,0,0,0,0,4,0.001,17,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertissortedaccordingtocomparator_test.should_fail_if_actual_is_not_sorted_according_to_given_comparator,0,0,0,0,0,1,0,0,0,0,4,0.337,63,30,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertisinsamesecondwindowas_test.should_fail_if_actual_is_not_in_same_second_as_given_date_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.005,65,24,0,1,1,1,1,1,3,3,0
org.assertj.core.api.file.fileassert_doesnotexist_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.05,21,10,0,1,1,1,1,1,2,2,0
org.assertj.core.api.float_.floatassert_isnotzero_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,2.361,29,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.strings.strings_assertisxmlequalcase_test.should_pass_if_both_strings_are_xml_equals,0,0,0,0,0,1,0,0,0,0,5,0.026,24,12,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertisbetween_test.should_pass_if_actual_is_in_range,0,0,0,0,0,1,0,0,0,0,10,0.001,23,13,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.onfieldscomparator_compare_test.should_return_true_if_given_fields_are_equal,0,0,0,0,0,1,0,0,0,1,9,0.031,34,24,0,1,1,1,1,1,2,3,0
org.assertj.core.condition.anyof_tostring_test.should_implement_tostring_showing_descriptions_of_inner_conditions,0,0,0,0,0,1,0,0,0,1,3,0.13,17,13,0,0,1,1,1,1,1,2,0
org.assertj.core.internal.longs.longs_assertiscloseto_test.should_pass_if_difference_is_less_than_given_offset,0,0,0,0,0,1,0,0,0,0,5,0,26,17,0,1,1,1,1,1,1,2,0
org.assertj.core.api.intarray.intarrayassert_containsexactly_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.052,20,13,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.chararrays.chararrays_assertcontains_at_index_test.should_fail_if_actual_does_not_contain_value_at_index_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,10,0.006,55,29,0,1,1,1,1,1,1,2,0
org.assertj.core.util.files_linesof_test.should_pass_if_mac_file_is_split_into_lines,0,0,0,0,0,1,0,0,0,1,2,0.001,28,16,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.doubles.doubles_assertequal_double_with_offset_test.should_fail_if_doubles_are_not_equal_within_offset_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,7,0.011,55,29,0,1,1,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_isequalto_test.should_return_this,0,0,0,0,0,1,0,0,0,1,5,1.839,20,17,0,1,1,1,1,1,1,2,1
org.assertj.core.api.map.mapassert_doesnotcontainvalue_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.052,17,10,0,1,1,1,1,1,2,2,0
org.assertj.core.api.comparable.abstractcomparableassert_isgreaterthanorequalto_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.063,17,11,0,1,1,1,1,1,0,2,0
org.assertj.core.util.dates_format_with_date_time_format_test.should_format_calendar_with_date_time_format,0,0,0,0,0,1,0,0,0,1,3,0.006,5,2,0,0,0,0,0,0,0,1,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsnull_test.should_pass_if_actual_contains_only_null_values_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,5,0.001,20,14,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.strings.strings_asserthassize_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.035,37,21,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertisnotpositive_test.should_succeed_since_actual_is_zero,0,0,0,0,0,1,0,0,0,0,2,0,19,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.floatarrays.floatarrays_assertcontainsonlyonce_test.should_pass_if_actual_contains_given_values_only_even_if_duplicated_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.008,20,15,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.objects.objects_assertisexactlyinstanceof_test.should_throw_error_if_type_is_null,0,0,0,0,0,1,0,0,0,0,1,0.001,14,14,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertendswith_test.should_fail_if_sequence_is_bigger_than_actual_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,12,0.015,54,27,0,1,1,1,1,1,1,2,0
org.assertj.core.error.shouldcontainsequence_create_test.should_create_error_message_with_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,1,5,0.029,33,18,0,0,1,1,1,1,2,2,0
org.assertj.core.internal.longs.longs_assertgreaterthanorequalto_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,0.002,39,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.standardcomparisonstrategy_iterableremove_test.should_pass,0,1,0,0,0,1,0,0,0,3,6,0.051,20,8,0,0,0,1,1,1,2,1,0
org.assertj.core.util.strings_join_test.should_join_using_delimeter_and_escape,0,0,0,0,0,1,0,0,0,1,1,0,13,4,0,0,0,0,0,0,3,3,0
org.assertj.core.internal.objects.objects_assertisnotinstanceof_test.should_fail_if_actual_is_instance_of_type,0,0,0,0,0,1,0,0,1,1,7,0.327,47,28,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.doubles.doubles_assertisnotnegative_test.should_succeed_since_actual_is_not_negative_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,4,0.007,18,14,0,1,1,1,1,1,1,2,0
org.assertj.core.api.floatarray.floatarrayassert_endswith_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,2.053,27,23,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.strings.strings_assertcontains_test.should_pass_if_actual_contains_all_given_strings_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.001,18,11,0,1,1,1,1,1,1,1,0
org.assertj.core.internal.comparatorbasedcomparisonstrategy_areequal_test.should_return_false_if_second_object_is_null_and_first_is_not,0,0,0,0,0,1,0,0,0,1,1,0.001,7,4,0,0,0,0,0,0,1,1,0
org.assertj.core.api.objectarray.objectarrayassert_doesnothaveduplicates_test.should_return_this,0,0,0,0,0,1,0,0,0,1,6,2.135,26,21,0,1,1,1,1,1,1,2,1
org.assertj.core.api.assertions_assertthat_with_charsequence_test.should_create_assert_with_stringbuffer,0,1,0,0,0,1,0,0,0,2,2,0.001,16,9,0,1,1,1,1,1,3,2,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertcontainsonlyonce_test.should_fail_if_actual_contains_given_values_only_more_than_once,0,0,0,0,0,1,0,0,0,0,4,0.362,66,29,0,1,1,1,1,1,3,4,0
org.assertj.core.api.charsequence.charsequenceassert_hassamesizeas_with_array_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,1.931,24,19,0,1,1,1,1,1,2,2,0
org.assertj.core.util.introspection.propertysupport_propertyvalues_test.should_return_values_of_nested_property,0,0,0,0,0,1,0,0,0,1,3,0.001,42,23,0,1,1,1,1,2,2,4,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertiscloseto_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,0.001,43,25,0,1,1,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_as_with_text_description_test.should_return_this,0,0,0,0,0,1,0,0,0,1,6,0.638,38,26,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.files.files_assertequalcontent_test.should_throw_error_if_expected_is_null,0,0,0,0,0,1,1,0,1,0,2,0.001,12,8,0,0,0,1,1,1,1,2,0
org.assertj.core.internal.doubles.doubles_assertisbetween_test.should_fail_if_actual_is_not_in_range_start,0,0,0,0,0,1,0,0,0,0,7,0.397,54,27,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bytearrays.bytearrays_assertdoesnotcontain_at_index_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,0.003,40,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertiscloseto_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,8,0.093,43,26,0,1,1,1,1,1,1,2,0
org.assertj.core.api.softassertionstest.all_assertions_should_pass,0,1,0,0,0,1,0,0,0,2,9,2.4,58,37,0,1,1,1,1,2,3,4,1
org.assertj.core.internal.shortarrays.shortarrays_assertdoesnotcontain_test.should_pass_if_actual_does_not_contain_given_values_even_if_duplicated_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.003,17,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_hastostring_test.should_return_this,0,0,0,0,0,0,0,0,0,1,4,2.111,21,17,0,1,1,2,2,2,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsonly_test.should_pass_if_actual_contains_given_values_only_in_different_order,0,0,0,0,0,1,0,0,0,0,6,0.001,22,15,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.files.files_asserthasparent_test.should_pass_if_actual_has_expected_parent,0,0,0,0,0,1,0,0,0,0,2,0.002,14,10,0,1,1,1,1,1,1,1,0
org.assertj.core.internal.iterables.iterables_assertdoesnothaveduplicates_test.should_fail_if_actual_contains_duplicates,0,0,0,0,0,1,0,0,0,0,13,1.955,83,37,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsall_test.should_fail_if_actual_does_not_contain_all_iterable_values,0,0,0,0,0,1,0,0,0,0,7,0.372,67,29,0,1,1,1,1,1,1,3,0
org.assertj.core.api.abstract_.abstractassert_isofanyclassin_test.should_return_this,0,0,0,0,0,0,0,0,0,1,4,1.8,21,17,0,1,1,2,2,2,2,3,0
org.assertj.core.internal.iterables.iterables_asserthassamesizeas_with_array_test.should_fail_if_actual_size_is_not_equal_to_other_size_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,1,6,1.993,82,42,0,1,1,1,1,1,2,3,0
org.assertj.core.api.double_.doubleassert_isgreaterthanorequalto_double_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,2.27,29,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.iterables.iterables_assertcontainsonlyonce_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,6,0.017,39,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertisbetween_test.should_throw_error_if_start_date_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,4,0.003,14,13,0,1,1,1,1,1,1,2,0
org.assertj.core.util.objects_namesof_test.should_return_empty_array_if_type_array_is_empty,0,0,0,0,0,1,0,0,0,1,1,0.003,4,3,0,0,0,0,0,0,0,1,0
org.assertj.core.internal.maps.maps_assertcontainsonly_test.should_fail_if_given_entries_array_is_empty,0,0,0,0,0,1,0,0,0,0,1,0.063,11,10,0,1,1,1,1,1,1,1,0
org.assertj.core.internal.bytearrays.bytearrays_assertstartswith_test.should_throw_error_if_sequence_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,7,0.009,18,14,0,0,0,1,1,1,1,2,0
org.assertj.core.internal.chararrays.chararrays_assertendswith_test.should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.001,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.standardcomparisonstrategy_areequal_test.should_return_are_not_equal_if_objects_are_not_equal,0,0,0,0,0,1,0,0,1,1,1,0,6,4,0,0,0,0,0,0,0,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertare_test.should_fail_if_condition_is_not_met,0,0,0,0,0,1,0,0,0,0,6,2.226,80,42,0,0,1,1,1,1,1,2,0
org.assertj.core.internal.onfieldscomparator_tostring_test.should_return_description_for_a_single_given_field,0,0,0,0,0,1,0,0,0,1,1,0.659,28,22,0,1,1,1,1,1,2,3,0
org.assertj.core.api.date.dateassert_with_string_based_date_representation_test.use_custom_date_formats_first_then_defaults_to_parse_a_date,0,1,0,0,0,1,0,0,0,9,12,0.017,49,23,1,1,1,1,1,1,3,4,0
org.assertj.core.api.throwable.throwableassert_hascauseexactlyinstanceof_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.044,16,10,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.paths.paths_assertisregularfile_test.should_succeed_if_actual_is_an_existing_regular_file,0,0,0,0,0,1,0,0,0,0,4,0.194,19,10,0,1,1,1,1,1,1,1,4
org.assertj.core.api.bddassertions_then_test.then_boolean_array,0,0,0,0,0,1,0,0,0,0,3,0.008,23,17,0,1,1,1,1,2,2,2,0
org.assertj.core.internal.intarrays.intarrays_assertcontainsexactly_test.should_fail_if_arrays_have_different_sizes,0,0,0,0,0,1,0,0,0,0,2,0.008,42,27,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.throwables.throwables_asserthascauseinstanceof_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,1,0.01,32,18,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.integers.integers_assertgreaterthan_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,9,0.101,40,24,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.bigdecimals.bigdecimals_assertisnotzero_test.should_fail_since_actual_is_not_zero,0,0,0,0,0,0,0,0,0,1,0,0.312,44,25,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsall_test.should_throw_error_if_iterable_to_look_for_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,2,0.003,20,15,0,0,0,1,1,1,1,2,0
org.assertj.core.internal.doublearrays.doublearrays_assertstartswith_test.should_fail_if_actual_starts_with_first_elements_of_sequence_only,0,0,0,0,0,1,0,0,0,0,13,0.011,55,27,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertcontains_test.should_pass_if_actual_contains_given_values_in_different_order,0,0,0,0,0,1,0,0,0,0,2,0.001,19,13,0,1,1,1,1,1,1,3,0
org.assertj.core.util.objects_areequal_test.should_return_true_if_both_objects_are_null,0,0,0,0,0,1,0,0,0,1,1,0.003,3,2,0,0,0,0,0,0,0,1,0
org.assertj.core.internal.longs.longs_assertlessthan_test.should_fail_if_actual_is_equal_to_other,0,0,0,0,0,1,0,0,0,0,10,0.002,49,25,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.floatarrays.floatarrays_assertcontains_at_index_test.should_throw_error_if_index_is_null,0,0,0,0,0,1,0,0,0,0,3,0.014,17,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertcontains_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,10,0.042,40,25,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.chararrays.chararrays_assertissorted_test.should_fail_if_actual_is_not_sorted_in_ascending_order,0,0,0,0,0,1,0,0,0,0,8,0.33,60,28,0,1,1,1,1,1,1,2,0
org.assertj.core.api.booleanarray.booleanarrayassert_hassamesizeas_with_iterable_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.059,21,14,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertissortedaccordingtocomparator_test.should_fail_if_comparator_is_null,0,0,0,0,0,1,0,0,0,0,1,0.055,15,11,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.longarrays.longarrays_assertcontainsonly_test.should_fail_if_actual_does_not_contain_given_values_only_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,12,0.002,64,30,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.doubles.doubles_assertequal_double_with_offset_test.should_fail_if_second_double_is_null_but_not_the_first_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,1,9,1.769,58,35,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.bytearrays.bytearrays_assertendswith_test.should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0,0,0,0,0,1,0,0,0,0,6,0.031,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bytearrays.bytearrays_assertcontains_test.should_pass_if_actual_contains_given_values_more_than_once,0,0,0,0,0,1,0,0,0,0,8,0.006,21,15,0,1,1,1,1,1,2,3,0
org.assertj.core.api.iterable.iterableassert_endswith_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.101,20,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.throwables.throwables_asserthascauseexactlyinstanceof_test.should_fail_if_cause_is_not_exactly_instance_of_expected_type,0,0,0,0,0,1,0,0,0,0,4,0.011,44,21,0,1,1,1,1,1,2,2,0
org.assertj.core.api.filter.filter_having_condition_test.should_filter_iterable_elements_satisfying_condition,0,1,0,0,0,1,0,0,0,2,13,0.557,67,35,0,1,1,1,1,1,3,2,0
org.assertj.core.util.preconditions_checknotnull_genericobject_test.should_throw_nullpointerexception_if_object_is_null,0,0,0,0,0,1,0,0,0,0,2,0.091,5,3,0,0,0,0,0,0,1,1,0
org.assertj.core.internal.characters.characters_assertgreaterthanorequalto_test.should_fail_if_actual_is_null_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,5,0.003,38,22,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.characters.characters_assertlessthanorequalto_test.should_fail_if_actual_is_greater_than_other,0,0,0,0,0,1,0,0,0,0,6,0.384,47,23,0,1,1,1,1,1,1,2,0
